date,judul,username,tweet,plot,akting,direktor
2019-01-07 14:08:03+00:00,"""DreadOut""",alfinaps,"mau jujur aja,#Dreadout film tanpa cerita yang utuh yang penting kaget udah. ntah kenapa ini film pertama jefrinichol menurut w yang dia kekurangan peran. tapi gapapa, film nya lumayan menarik kok utk ditonton banyak kolamnya hehe. Renang yuk @jefrinichol 🙈",-1,0,0
2019-01-04 13:45:01+00:00,"""DreadOut""",adypelmana,"5. DreadOut (2019) Alih-alih seram, film hasil pengembangan cerita dari game horor ini malah menjadi tontonan yang melelahkan. Banyak repetisi adegan, penokohan yang berantakan, kacau dalam memberi penjelasan hingga berakhir meninggalkan banyak pertanyaan. 🎬 2/5",-1,-1,-1
2019-01-03 17:30:05+00:00,"""DreadOut""",KaniaKismadi,"Ada alasan kenapa dari dulu gue ga pernah tertarik untuk nonton film horor yang dibintangi remaja berseragam SMA -- dan/atau berlatar belakang SMA, and Dreadout have all of the whys. 1. Background cerita ga jelas 2. Banyak yg ga logis 3. Karakternya ga punya kedalaman",-1,-1,0
2019-01-03 14:29:27+00:00,"""DreadOut""",sinekdoks,"Kutukan adaptasi game berlanjut dan kini mulai merambah pangsa Indonesia. Meskipun produksinya lebih meyakinkan daripada beberapa film horror lokal lain, #DreadOut tetap saja gagal menerjemahkan game-nya menjadi suatu cerita yg koheren dengan detail yg logis.",-1,0,-1
2019-01-03 13:56:58+00:00,"""DreadOut""",ndysiahaan,3/5 segi cerita sedikit kedodoran apalagi dialognya.. jokes kena efek mantul.. demen bgt tiap scene jepret kamera dan efek first personnya.. sbg fans dreadout ini film yg cukup berhasil sbg adaptasi game. kerja bagus kimo :) #dreadout @VeroTrueSocial,-1,0,1
2021-02-12 03:24:31+00:00,"""DreadOut""",aditmgs,Dreadout alur cerita game nya seru banget. Film nya super ampas yang ngasal cuman ambil beberapa element doang tapi cerita nya bohongan 😂,-1,0,0
2019-01-06 08:55:52+00:00,"""DreadOut""",NKRIndonesia79,"Baru selesai nonton film DREADOUT Keren nih film...horor... Dari sekian film Indonesia yg bergenre horor, film Dreadout yang bikin gue tegang... Visual effect keren, jalan cerita tajam, modern dan ""keluar dari zona nyaman"". Gue rekomendasikan dah...",1,0,0
2021-11-26 07:02:05+00:00,"""DreadOut""",kkokkoppa,"@tubirfess ini juga terjadi pas gua nonton film DREADOUT. karna game nya bagus, gua jadi ekspektasi tinggi juga ke film nya. pas nonton, najis bangsat! kek taek! yang menyebal kan ada sekelompok anak yg berisik banget jadi pelawak dadakan. ngikutin dialog film lah, ketawa padahal ga lucu.",-1,0,0
2019-12-22 14:22:37+00:00,"""DreadOut""",GodHyolyn,"Genre HOROR Country INDONESIA Film ini latar belakangnya Anak SMA nakal yg nyari sesuatu yg seram buat dijadiin konten live streaming, lagi apes malah kebawa ke alam lain. keseluruhan sih oke cuman gue gk suka bbrapa dialog. sudah nonton ""DreadOut"" di netflix?",-1,0,0
2019-01-16 13:58:28+00:00,"""DreadOut""",tisna_irawan,"2. DreadOut Gagal paham sm dialog yg kebanyakan kata""anjing"" kaya sok asik gt. Paruh awal film dengan dialog dan karakter yg sangat ga penting bikin gue ngernyit dahi dan pesimis. Walaupun gue ga tau game nya, film ini di eksekusi bagus di luar dr dialog dan cast yg apa ya.. 7/10",-1,-1,1
2019-01-07 12:18:29+00:00,"""DreadOut""",irvanmuda,"2. Dreadout. Jelek. Bagusan hp Linda nya daripada filmnya! Dialog yg gue inget ""Anying..anying..anying..."" Udah gitu aja sepanjang film. Sama sih gue juga pengen bilang gitu ANYING! Jangan langsung keluar ada 2 credit scene. #DreadOut",-1,0,0
2019-11-08 13:05:07+00:00,"""DreadOut""",pasyaran,"Gua sangat mengapresiasi Kimo Stamboel di sini. #RatuIlmuHitam menurut gua jadi karya penebusan dosanya doi setelah gagal di Dreadout kemarin. Gua berharap, dengan ending yang dibuat seperti itu bakal ada sequel lagi dari film ini KARENA KITA BUTUH KARYA KIMO YG LEBIH GILAAAAAAA.",0,0,1
2019-01-06 01:26:27+00:00,"""DreadOut""",xbgs_,"2. Dreadout (Kimo Stamboel, 2019) Sama sekali tidak menimbulkan kesan seram untuk ukuran film horor, yang merupakan adaptasi dari video-game populer ini. Sepanjang film dibuat jengkel dengan skrip serta penokohan yang selalu bikin istighfar! ⭐ (3/10)",-1,0,-1
2019-01-07 16:55:42+00:00,"""DreadOut""",novryanda,"[Review film Dreadout part 3] Acting dari para masing-masing karakter juga kasi warna tersendiri untuk jalan ceritanya, pemainnya gak lebay, actingnya sesuai di dalam cerita, dan humornya ini loh yg gak norak tapi PECAH ABIS.",0,1,0
2019-01-08 06:00:18+00:00,"""DreadOut""",AbeyMerah,"Dreadout film review indonesia, Adaptasi Game Horror Indonesia Pertama dengan Akting ala FTV: via @YouTube",0,-1,0
2019-01-05 14:30:10+00:00,"""DreadOut""",priacirebon,"DreadOut, 5 /10. Film adaptasi dari game survival horror. Cerita-nya gak jelas dan akting para pemain-nya agak kurang. Kocaknya lebih sering penonton ketawa geli drpd teriak kaget gara2 akting para pemain ato dialog-nya 😂 Btw gw blm pernah mainin game-nya sih 😂🙏",-1,-1,0
2019-01-04 16:01:28+00:00,"""DreadOut""",masonyis90,"Kacau, berisik, dan bodoh. 3 kata yg menggambarkan keseluruhan cerita dari #DreadOut. Skrip kacau, sound berisik sampai dialog para pemain g kedengeran. Dan akting bodoh dr para pemainnya. Salah satu kandidat film terburuk tahun ini. Rate : 3/10",-1,-1,0
2019-01-05 06:56:58+00:00,"""DreadOut""",bligungyudha,"#dreadoutmovie buatan kimo ini asiklah. Banyak Any*ng nya hehehe Review sedikit ya, . . . Sinematografi dan tone mantap Cerita asik Selebihnya dikembalikan ke diri sendiri. Btw, #DreadOut kayanya sodaranya Dread Team deh. Yang buat film Kuy tonton juga",1,0,1
2019-01-03 23:16:44+00:00,"""DreadOut""",fahrialviansyah,"#DreadOut 2018 Ni film sangat menyiakan potensi banget 😭, pdhl atmosfer horror nya dapat, kemunculan si kebaya merah buat ngeri gitu, sinematografi oke, shoot kamera bagus. Tapi alur cerita nya gak jelas, byk lubang alur. Sampai akhir gk dijelasin pertanyaan² yang muncul. 2,5/5",-1,0,1
2022-02-05 15:09:55+00:00,"""Orang Kaya Baru""",arsyeillaa,"Orang Kaya Baru knp yah bosen bgt nntn nyaa :( gatau plot atau alur ceritanya karakternya b bgt, keseluruhan, ketebak ?? yg lucu bapaknya aja👍🏻 keseluruhan bukan untuk saya.. apa krn hbs nntn komedi lucu bgt yak ⭐males rate🤪",-1,0,0
2021-12-25 16:57:58+00:00,"""Orang Kaya Baru""",br0kenstarrr,"Orang Kaya Baru 10/10 sih hahaha menghibur banget , mana plot twist lagi kocak",1,0,0
2019-10-05 16:35:31+00:00,"""Orang Kaya Baru""",ramdhanmazid,"Waktu itu seru liat trailer-nya film Orang Kaya Baru. Lucu, menarik, pengen nonton. Pas nonton sampe tamat kok kaya yang kurang apa gitu :( alur cerita, plot, skrip oke tapi pas eksekusi kurang. Sayang banget entah kenapa.",1,0,-1
2021-11-16 01:55:57+00:00,"""Orang Kaya Baru""",nitaalearn,4. Orang Kaya Baru Cerita tentang keluarga yang menjadi kaya mendadak namun gagal menjadi keluarga yang bahagia. Disini ngajarin tentang bersyukur dan makna keluarga sebenarnya. Bisa nonton di Vidio yaa,0,0,0
2019-02-15 14:59:06+00:00,"""Orang Kaya Baru""",tikapatty,"24. Orang Kaya Baru (2019) Jokes receh, ringan dan karakter yg relatable bikin filmnya kerasa deket dengan penonton. Perkembangan dinamis cerita sampai ke klimaks enak untuk diikutin dan film ini jelas punya pesan moral yang kuat banget dan mak jleb. Tontonan berkualitas. 8/10",1,0,0
2019-02-08 08:22:58+00:00,"""Orang Kaya Baru""",Akira69426512,Cerita orang kaya baru ternyata bisa mengaitkan pada kehidupan bahawasanya kekayaan bisa membutakan seseorang. #sederhanalebihbaik,0,0,1
2019-01-28 11:31:29+00:00,"""Orang Kaya Baru""",ariesaptaji,"Orang Kaya Baru (Ody C. Harahap, 2019): Saya suka bagian awalnya ketika keluarga itu masih miskin (sebenarnya tidak miskin-miskin amat juga sih). Cukup hangat dan cukup segar. Namun, ketika keluarga itu kaya mendadak, cerita jadi ambyar, lebay, dan klise, penuh fantasi ttg OKB.",-1,0,-1
2019-01-25 09:56:52+00:00,"""Orang Kaya Baru""",Abaraam_,"Review Orang Kaya Baru Comedy yg bisa buat gw ketawa lepas. Cerita yg bisa kasih pesan moral. Jd intinya ketika susah, lo bisa mkn bersama di meja makan. dan ketika lo kaya. Semua berubah dgn kesibukaan nya masing2. Applause bwt Sutradara Ody C Harahap dan penulis nya Joko Anwar",1,0,1
2019-05-17 04:46:52+00:00,"""Orang Kaya Baru""",avreldya,"2. Orang Kaya Baru (2019) Ekspektasi film ini setidaknya setara humornya sama film Milly dan Mamet, ternyata ya B aja hehe. Alur cerita terlalu dramatis dan bikin penonton sulit buat 'relate' ke ceritanya.",-1,0,0
2020-04-05 12:16:46+00:00,"""Orang Kaya Baru""",dimoeka,"33. Orang Kaya Baru (2019) - 1.5/5 Yang dimulai sebagai drama keluarga yang agak menarik makin lama makin membosankan, penuh klise, dan ga konsisten dengan ending yang sangat aman. Ygg bisa jadi pujian cuma castnya yg oke, walaupun hampir semua karakternya super menyebalkan.",-1,1,0
2022-02-10 16:00:49+00:00,"""Orang Kaya Baru""",anasepti8,"24. Orang Kaya Baru (2019) Sepanjang film gua terus2an komen : ""mana ada kayak gitu"" atau ""hah apaan sih!?"" atau ""teruss masalahnya dimana!?"" Akting jelek, kecuali Fatih. Kalo Cut Mini dan Lukman Sardi ga usah ditanyalah ya. Scriptnya juga ga tau arahnya mau kemane. Rate: 5/10",-1,-1,-1
2019-02-02 14:31:23+00:00,"""Orang Kaya Baru""",harlesssss,"16. Orang Kaya Baru (2019). Komedi dgn skrip dr bang Jokan yg mnrt gue plg lemah dibanding skrip2 dia lainnya. Tapi tetap okelah dgn dialog2 yg cerdas plus bbrp pemeran yg asik, terutama Derby dan Fatih. Salah pilih peran mnrt gue si Raline. (6,5/10)",1,-1,-1
2019-09-03 13:54:56+00:00,"""Orang Kaya Baru""",shabrina_tasya,Sukaaaaa banget chemistry semua pemain Orang Kaya Baru. Tiap mereka ngomong tektoknya dapet. Fatih Unru pas bilang kangen bapak huhu I kenot gemesh banget😭,0,1,0
2019-02-03 05:29:18+00:00,"""Orang Kaya Baru""",yarnsw,"Orang Kaya Baru lucu sih kocak banget tapi yaudah, akting pemain pemainnya kurang mantep terutama di scene scene sedih. kirain bisa one take gitu bawain adegan sedih, tapi setiap kalo mau nangis aja harus di cut dulu shotnya.",1,-1,0
2022-08-15 12:01:00+00:00,"""Makmum""",baksoyook,"Agak kureng menurutku, genrenya malah bukan horor jadi thriller. Ceritanya makin meluas ditambah ada scene kedap kedip lampu bikin sakit mata woy, sosok hantu ibu sendiri jarang ada, dan ada adegan mirip film makmum yg dimana ketebak banget plot twistnya, dan ada adegan rini cont",-1,0,-1
2022-01-21 02:15:18+00:00,"""Makmum""",rayculz,"Ekspetasi besar ketika melihat kesuksesan film Makmum ini &amp; sequelnya di bioskop, serta dari adaptasi dari film indie yg juga banyak dibicarakan. Sayangnya film ini benar2 kering dgn plot &amp; aktingnya yg lemah, meski ada moment yg menurut saya bagus. Tapi itu masih sangat kurang.",-1,-1,0
2022-01-19 11:42:06+00:00,"""Makmum""",KhairilAnuar,"Saya beri rating 4/10 untuk Makmum 2. Ini adalah contoh lain dari film yang sudah sukses dan tidak perlu sekuel, tapi mereka buat karena tahu akan tetap laku. Alur cerita, plot &amp; adegan menakutkan itu semua klise untuk disingkirkan. CGI &amp; hantu terlihat murahan.",-1,0,-1
2022-01-18 09:16:28+00:00,"""Makmum""",ha_piji,"Makmum 2 Rating 4/10 Plot dari awal sampai pertengahan film oke, endingnya agak membosankan, bisa ditebak adegan mengejutkannya.",-1,0,0
2019-09-04 19:00:19+00:00,"""Makmum""",meekipas,Makmum: Jumpscare: 7/10 Plot: 3/10  keseluruhan rating: 4.5/10 Sejujurnya kecewa dengan hype dan review di twitter sebelum ini. Hmmm... Rasanya filem Munafik lebih menarik.,-1,0,0
2019-08-19 16:03:27+00:00,"""Makmum""",INajahah,"Sebenarnya cerita Makmum sama sekali tidak menyeramkan. 5/10. Ia memiliki plot yang mudah ditebak. Alasan overthinking karena banyak adegan di tengah doa, tiba-tiba ada ""anggota"" yang mengikuti di belakang. Saya ingin ikut sholat Tahajud. Agak seperti itu",-1,0,0
2019-08-19 14:51:01+00:00,"""Makmum""",le0avocad0,"Saya pikir saya memberikannya 3/5 karena bagian menakut-nakuti lebih menakutkan. Plot ceritanya gila, saya kecewa",-1,0,0
2019-08-18 14:29:27+00:00,"""Makmum""",haf1zanmohd,"Makmum - plotnya longgar, skenarionya lemah, tidak ada unsur horor, adegannya repetitif, sepertinya budgetnya sangat minim.. malam ini hujan, tidak ada bintang di langit.",-1,0,-1
2022-08-08 01:44:30+00:00,"""Makmum""",NontonYuk2022,Cerita ada kurangnya. Lumayan lemah. Tapi gpp. Lebih jijik nonton Makmum. Mana nonton plaza senayan yg mahal wkwkwkwk,-1,0,0
2022-06-04 08:18:12+00:00,"""Makmum""",adeqyuw,Nonton Makmum 2 ada di hotstar. Cerita yang aneh… Film makmum paling bener emang yang versi short movienya…,-1,0,0
2022-06-04 05:19:00+00:00,"""Makmum""",skkngwr_,"film horror yg bikin bingung &amp; membosankan wkwk cerita yg kurang konsisten, penampakan2nya juga ga ada hubungannya kenapa. pesan yg bagusnya apa ya disini? jgn menebang pohon sembarangan kali 😂 Makmum 2 (2021) 4.5/10 🌟",-1,0,0
2022-06-03 15:18:54+00:00,"""Makmum""",inimahpece,"GAASIKKK SEDIHHH, makmum 2 bener benerr kayakk gaa seruu gituu, gaa nyambung sama cerita yang pertama tapi kayak dipaksa nyambung,,,,,,",-1,0,0
2022-01-27 05:03:23+00:00,"""Makmum""",shaefyqa,"5/10 untuk cerita makmum. Itu tidak menakutkan, hanya berteriak lebih banyak 😂",-1,0,0
2022-01-23 18:29:53+00:00,"""Makmum""",Atipzmi,Cerita Makmum agak bodoh. dari menjadi hantu makmum hingga menjadi penjaga hutan.,-1,0,0
2022-01-20 13:52:02+00:00,"""Makmum""",pr10tiousdsastr,"Review Makmum 2 5/10 Mnrt gue salah 1 short horror movie yg sukses tp gagal saat dibuat sequel krn tdk sesolid versi pendekny. Point plusny konsep keren, relatable tp ini film horor pertama yg abis jumpscare gue kok malah ngakak. Khas cerita se'an kelas bawah, plotnya jg klise.",-1,0,0
2022-01-18 13:33:04+00:00,"""Makmum""",adlicarter,Makmum 2 cerita paling bodoh 😂,-1,0,0
2022-01-18 03:43:38+00:00,"""Makmum""",husnunfatin,"Makmum 2 gajelas bgt gasi? Pdhl bagus makmum 1 dari segi background cerita sedih tragis gt meninggal pas solat. Trs knp makmum 2 jd ke setan hutan. Trs awalnya kan desanya gamau listrik masuk, trs apa hubungannya sm bangun masjid dan setan hutan. Auk deh gue yg bego apa gmn.",-1,0,0
2022-01-17 15:05:49+00:00,"""Makmum""",triplennns,Cerita paling bosan 2022 jatuh kepada makmum 2 😡🥴,-1,0,0
2022-01-14 03:30:41+00:00,"""Makmum""",meesupmamak,Jangan nonton makmum 2. ceritanya sampah. Rating 2/10,-1,0,0
2022-01-13 12:00:05+00:00,"""Makmum""",Ariestanabirah,"Nyoba nonton Makmum 2 karena lihat ratingnya 8,4/10 dan divote 4000 orang di Tix ID. Kesimpulan: Premis ok, skenario kurang solid, masih banyak logika cerita yang dipertanyakan 😌, masih ada hal-hal yang kenapa?",-1,0,0
2022-01-11 14:38:02+00:00,"""Makmum""",naeput2,"nonton MAKMUM gak ada serem2nya. jujur gue kira agak bagus di awal dah nebak “hmm bagus nih misteri” pas gtu anjir apa bgt, banyak cerita yg ke skip.. malah jd gak fokus ke MAKMUM tp ke hutan 😭",-1,0,0
2022-01-08 15:23:26+00:00,"""Makmum""",arinka_miranty,"@moviemenfes Bagus dari segi cerita berkenaan, dan bukan dari film yg tanggung harus disequelkan walaupun disebut Makmum 2 karna yg pertama memang udah kelar, dan horornya lebih dapet karna ceritanya original",1,0,0
2021-12-30 15:42:27+00:00,"""Makmum""",Husen_Husaeni,"Makmum 2 entah ya dari segi cerita kayanya kurang, tapi jumpscare dan serem nya lumayan dapet apalagi tadi studio nya cukup kosong dan belum tau film pertama nya malahan lanjut nonton di Disney+ dah",-1,0,0
2020-08-27 14:22:57+00:00,"""Makmum""",LintarSinambung,"@MDPictures Logika Cerita di Pakai dong di Makmum. Yang pertama Ya Allah nggak logis banget, mencederai film pendeknya.",-1,0,0
2020-03-26 13:23:10+00:00,"""Makmum""",msbaa91,"film Makmum memiliki awal yang menakutkan,tapi plotnya sangat lemah.",-1,0,0
2019-12-31 08:52:45+00:00,"""Makmum""",wadefakkkkk,Makmum aku kasi 2/5 hahahha ceritanya lambat😂 syeram dikit dong hahajja,-1,0,0
2019-09-04 22:40:33+00:00,"""Makmum""",threenugrahadi,"MAKMUM 6.5/10 Tertarik bagaimana film ini 'menarik' cerita dari materi film pendeknya. Dan spt sudah diduga, hasilnya memble. Sepertiga awal film sebenarnya kece. Menarik en lumayan serem. Masuk paruh kedua, mulai berasa ""hah? "". Endingnya? Luar biasa malas dan biasa. Kuciwa..",-1,0,-1
2019-08-28 17:08:49+00:00,"""Makmum""",Adhawiyahrosli,4/10. Sumpah aku ketiduran pas nonton cerita Makmum. Alur ceritanya sedikit membosankan,-1,0,0
2019-08-28 16:15:02+00:00,"""Makmum""",_AzrulMuhammad,Makmum jalan ceritanya jelek dan lambat. 4/10 dari aku,-1,0,0
2019-08-26 14:17:39+00:00,"""Makmum""",rdvthings,"makmum 8.5/10, gabanyak jumpscare cuman bagi gua tetep serem sumpah, jalan cerita nya jelass",1,0,0
2019-08-25 07:14:57+00:00,"""Makmum""",aisyazhar21,"Makmum rate 5/10 Tidak terlalu buruk tapi tidak terlalu bagus, alur ceritanya sederhana tapi menyedihkan",0,0,0
2019-08-23 14:43:56+00:00,"""Makmum""",Syah_Ejatt,Jarang ketiduran nonton film... tapi film ini bikin ngantuk... Sumpah membosankan 😅😅😅... Siap jadi reviewer sebagai member karena alur ceritanya terlalu datar,-1,0,0
2019-08-21 17:56:49+00:00,"""Makmum""",cikqausar,Makmum tidak terlalu baik. Alur cerita yang lambat. 3/10,-1,0,0
2019-08-21 13:47:30+00:00,"""Makmum""",nrlzhd,"Ulasan saya untuk makmum 5/10. Pertama, alur ceritanya membosankan. Hantu bagian terakhir baru aja keluar.",-1,0,0
2019-08-20 18:18:58+00:00,"""Makmum""",diniathrh,MAKMUM - 6/10 Hantu dia seram tapi jalan cerita dan bagian seramnya biasa2 aja. Siapa yg cakap lebih seram dari munafik sumpah penipu 😒,-1,0,0
2019-09-02 22:43:35+00:00,"""Makmum""",tisna_irawan,"55. Makmum Entahlah berasa aneh, eksekusi adegan demi adegan berasa tanggung, banyak gagal antara dialog dan adegan. Setannya ganas tp pas ada ustad lunak Cuma ada satu jump scare yg bikin kaget dan lupa itu pas adegan mana. Paling bener film hardah ini emang jaga pocong. 5/10",-1,0,-1
2022-01-14 14:54:44+00:00,"""Makmum""",dwikikris,"2. Makmum 2 (2021) Film sekuel yg gak ada kaitannya sama film pertamanya bahkan sosok Makmum di sini cuma sebagai pemanis belaka, padahal inti ceritanya bukan tentang makmum itu sendiri. Dan berakhir pada ending yang konyol dan aneh. ★½",-1,0,0
2021-12-30 15:57:03+00:00,"""Makmum""",janationz,Abis nonton makmum 2 pas awal plot sangat menjanjikan bgt sih gw sempet teriak pas jumpscare tapi pas klimaks sampe ending gw selalu blg “kok koyo ngono” dan cgi-nya sih bikin ngakak wkwk 6.5/10😭😭😭,-1,0,0
2019-08-19 15:56:37+00:00,"""Makmum""",nadoppa,makmum 5/10 ending gagal,-1,0,0
2019-08-30 05:06:48+00:00,"""Makmum""",kucingdipojokan,"65. Makmum Cukup menikmati paruh pertama filmnya, sayang endingnya sedikit mengecewakan. Pemeran utamanya ga diberikan porsi yang cukup besar untuk menyelesaikan permasalahan si 'Makmum'. Titi Kamal oke juga ya main film horror 😍 5,5/10",-1,1,-1
2022-01-03 05:29:52+00:00,"""Makmum""",DeeCompanyID,Semua akting pemain totalitas dan sinematografi yang luar biasa bikin Chacha Marisa merinding usai nonton film #MAKMUM2! Bagaimana dengan kamu? Makmum 2 sedang tayang di bioskop! #DheerajKalwani #DeeCompany #BlueWaterFilms,0,1,1
2019-08-20 11:00:19+00:00,"""Makmum""",mass_umam,"43. Makmum (2019) @ citraXXI terlalu banyak yg gak pas di film ini baik dari sisi cerita maupun sinematografi. Lagian, ini film juga seakan bingung mau dibawa kemana hantunya, kezombi-zombi an atau ke arwah penasaran atau ke hantu balas-dendam. Gak jelas.",-1,0,-1
2019-12-19 11:20:57+00:00,"""Habibie & Ainun 3""",Banumustafa24,133. Habibie &amp; Ainun 3 (⭐ : 3/5) Transisi rapih &amp; mulus tiap plot kisah inspiratif dari seorang ibu Ainun yang diperankan dengan bagus oleh Maudy Ayunda serta penampilan apik Jefri Nichol. Sayangnya secara keseluruhan #HabibieAinun3 tampil minim emosi dan cenderung membosankan.,-1,1,0
2021-12-11 14:02:13+00:00,"""Habibie & Ainun 3""",mutiara_tanjung,"Habibie ainun 3 nonton di Netflix. Film pelengkap cerita presiden Indonesia ke 3, cerita berfokus pada bu ainun saat bersekolah di FK UI. Background ainun cinta Indonesia Karna Apa kurang dalem, 2 jam Terlalu panjang ga sih. Tapi Teknis, gambar, setting, warna bagus, tidak usah",0,0,1
2021-12-11 06:26:41+00:00,"""Habibie & Ainun 3""",hanannhakim,"Ini film nya Habibie &amp; Ainun 3, aku suka cerita ini yg penuh tantangan dan dramatis. Ada scene yg menginspirasi, ketika Ainun bilang ""Cita cita itu bukan soal siapa tapi itu soal mengapa."" 😭 yg lebih keren lagi ingin membangun negara yg tercinta. Sumpah ngena bgt",1,0,0
2021-10-04 11:10:28+00:00,"""Habibie & Ainun 3""",hinumaaa,"@angga_fzn kalo menurutku kurang ngena dan ceritanya juga kurang kompleks. di film habibie ainun 3 rasanya pokok ceritanya cuma dikit tapi bisa lama karna satu kejadian dilama lamain. tapi wajar sih, mungkin karna yang cerita bukan dari ibu ainunnya langsung",-1,0,0
2021-08-31 16:31:42+00:00,"""Habibie & Ainun 3""",noviia_mp,"Baru kelar nonton Habibie &amp; Ainun 3, dan ternyata memang bu Ainun sesempurna itu masyaAllaah 🥺 Cerita masa muda beliau jd anak FK keren sih, di mana dulu, seorang perempuan yg ingin jd dokter kaum minoritas. Berbanding terbalik sekali dgn skrg, dokter perempuan sdh jd mayoritas.",0,0,0
2020-09-08 16:07:49+00:00,"""Habibie & Ainun 3""",thatqueermufan1,"Habibie &amp; Ainun 3 (2019) Sebuah cerita tentang cinta pertama yang berakhir tragis. Kalimat breakup ""Kita adalah sebuah buku yg sama tetapi pada halaman yg berbeza"" cukup terasa pedihnya. Antara cita2 dan impian. Ego dan kemahuan. Sejauh mana kita perlu berkorban utk si dia?",0,0,0
2020-01-04 03:24:50+00:00,"""Habibie & Ainun 3""",paanrap,"Banyak banget belajar dari film habibie ainun 3. Asli dah. Dari kisah inspiratifnya, perjalanan hidup nya, cerita nya. Semua",1,0,0
2019-12-28 13:20:02+00:00,"""Habibie & Ainun 3""",AyraNadira,"Cerita Habibie &amp; Ainun 3 ni membawa point yang berbeza dibandingkan dengan cerita sebelumnya iaitu Rudy Habibie. Apa yg memberi kesan, bagaimana Ainun berjaya mengubah pemikiran pd zaman itu, iaitu wanita akhirnya ke dapur. Dan cita-citanya menjadi seorg doktor dikira mustahil",1,0,0
2019-12-26 07:34:19+00:00,"""Habibie & Ainun 3""",__stuvwxyz,"sangat bangga pada direktor @Hanungbramantyo Filmnya selalu kereeen, Habibie &amp; Ainun 3 berhasil bikin mewek dan perasaannya dpt bangett @jefrinichol @maudyayunda Ayokkk guys yang belum nonton buruan nontonn😂😂 Jadi rencana kedepan apanih? Jadi penasaran dengan cerita Ahmad setelah putus wkwk",0,1,1
2019-12-24 08:57:58+00:00,"""Habibie & Ainun 3""",arulfittron,"211. Habibie &amp; Ainun 3 (2019, Hanung Bramantyo) ★★ Sesungguhnya, sisi teknis #HabibieAinun3 membuat filmnya terasa dibuat secara serius. Tetapi, 121 menit film ini hanya sekedar rangkaian cerita yang disampaikan dengan hambar. Setidaknya, film ini masih ada Maudy Ayunda.",-1,1,1
2019-12-20 12:31:24+00:00,"""Habibie & Ainun 3""",djaycoholyc,Paling tidak Habibie &amp; Ainun 3 tidak membosankan seperti dua pendahulunya yang terkesan bertele-tele. saya menikmati alur cerita. Cerita Ainun-Ahmad ini adalah hal terbaik yang dibawakan oleh Maudy dan Jefri. Mereka berakting dengan baik.,1,1,0
2019-12-25 03:24:01+00:00,"""Habibie & Ainun 3""",loeypcycho,"Di luar isi filmnya, menurut aku sih Habibie&amp;Ainun 3 ini 7/10. Karena ketika enggak ada adegan serius (dialog Ainun yang inspiratif), aku merasa bosan nontonnya.",-1,0,0
2021-11-05 14:30:20+00:00,"""Habibie & Ainun 3""",Ardimnsyr,"96. Habibie &amp; Ainun 3 (2019) - Tidak ada yg salah dgn Maudy memerankan Ibu Ainun, hanya aneh sj jika diingat film pertamanya Ibu Ainun diperankan BCL. Begitu pun Reza yg wajahnya di-CGI ketika meranin Bpk Habibie muda. Berasa anti-klimaks, tp msh sedih dgn ending ceritanya. - 3/5",0,0,0
2019-12-25 17:17:19+00:00,"""Habibie & Ainun 3""",tiaarrAB,"Menurut Ku, scene ending percakapan imajiner antara Habibie dan Ainun menyelamatkan Film Habibie Ainun 3. Sesungguhnya hanya scene itu dan ending lah yg menusuk sampai ke hati. Yang lain nya mah Meh...",-1,0,0
2019-12-31 05:36:57+00:00,"""Habibie & Ainun 3""",avocadobutterr,"Habibie &amp; Ainun 3 A fun fact, gue selalu nonton dari yg pertama di bioskop😂 Ini lebih menceritakan sisi Ainunnya ya, lebih bosenin dari yang 1&amp;2, CGI nya ganggu sumpah wkwkwk Make up dan acting Reza Rahadian juara😍😍",-1,1,0
2019-12-30 12:51:34+00:00,"""Habibie & Ainun 3""",txtbyurstruly,"5.Habibie Ainun 3 walaupun keganjilan pemilihan bahasa di beberapa adegan, yang membuat film ini ada di list gw krn Bintang Reza berakting seperti tuanya eyang Habibie &amp; chemistry yang luar biasa dari Maudy &amp; @jefrinichol.",0,1,0
2019-12-23 10:02:03+00:00,"""Habibie & Ainun 3""",Cherryydumb,abis nonton habibie ainun 3 pengen ku pukpukin ahmad huhu syedih gila banget acting nangisnya😭😭 @jefrinichol ku sumpain karirnya makin bersinar sampai hollywood,1,1,0
2019-12-21 15:29:16+00:00,"""Habibie & Ainun 3""",chanskuyyy,udah nonton habibie &amp; ainun 3 belum? asli baper banget bro ga ngerti lagi sama filmnya! bangga banget sama idola gua yang satu ini. acting nya keren banget meranin sebagai ahmad! guys jangan lupa nonton ya filmnya bener2 recommended banget! btw foto tiketnya waktu tgl 19 kemarin,1,1,0
2019-12-19 10:52:48+00:00,"""Habibie & Ainun 3""",haninadzkiya,"Baru kelar nonton habibie ainun 3. Wah makasi @jefrinichol Jadi charming bgt ni film gr gr acting nya yg bagus banget,bener2 improve banget skill actingnya kang jepri dr dear nathan yg masih kaku kyk kanebo.. Tapi di habibie ainun jadi bagus gils,masa aku ngeship ahmad&amp;ainun :)",0,1,0
